,store_ID,store_name,store_brand,store_depth1,store_address,store_phone,store_photo,store_hours,store_closed,store_seats,store_parking,store_remark,erp_code,ttms
40,13416,전북순창점,빽다방,전라북도,전북특별자치도 순창군 순창읍 순창로 225,063-653-6003,https://theborndb.theborn.co.kr/wp-content/uploads/20251124_022112.jpg,08:00 ~ 21:00,연중무휴,테이블 18개 / 좌석 36석,불가,,114916,
41,13404,인제원통점,빽다방,강원도,"강원도 인제군 북면 원통리 656-41, 1층",,https://theborndb.theborn.co.kr/wp-content/uploads/20251110_015026.jpg,08:00 ~ 21:00,연중무휴,테이블 12개 / 좌석 24석,불가,,114906,
42,13398,인천국세청점,빽다방,인천광역시,인천광역시 남동구 남동대로765번길 25,070-7802-2085,https://theborndb.theborn.co.kr/wp-content/uploads/20251031_072534.jpg,08:00 ~ 22:00,연중무휴,테이블 11개 / 좌석 22석,불가,,114895,
43,13393,대전목양마을점,빽다방,대전광역시,대전광역시 중구 목동 88-6,042-252-8204,https://theborndb.theborn.co.kr/wp-content/uploads/20251028_034851.jpg,08:00 ~ 22:00,연중무휴,테이블 11개 / 좌석 22석,불가,,114831,
44,13391,이수역13번출구점,빽다방,서울특별시,"서울 동작구 사당동 132-10, 1층",070-4060-0042,https://theborndb.theborn.co.kr/wp-content/uploads/20251021_074623.jpg,07:00 ~ 22:00,연중무휴,없음,불가,,114861,
45,13389,인천계양위너스카이점,빽다방,인천광역시,인천 계양구 효성동 325-2 D동 107호,070-5055-5054,https://theborndb.theborn.co.kr/wp-content/uploads/20251021_074340.jpg,"평일 07:30 ~ 21:00
주말 09:00 ~ 21:00",무료,테이블 5개 / 좌석10석,가능,,114828,
46,13380,신논현역점,빽다방,서울특별시,서울 서초구 반포동 738-47,070-5057-3910,https://theborndb.theborn.co.kr/wp-content/uploads/20251014_013003.png,"평일 07:30 ~ 21:00
토요일 07:30 ~ 20:00
일요일 07:30 ~ 16:00",연중무휴,테이블 20개 / 좌석 40석,불가,,114894,
47,13374,대구시지점,빽다방,대구광역시,대구광역시 수성구 달구벌대로 3205 (신매동),053-794-2223,https://theborndb.theborn.co.kr/wp-content/uploads/20251013_010307.png,08:00 ~ 22:00,연중무휴,테이블 14개 / 좌석 28석,불가,,114878,
48,13366,부천중동점,빽다방,경기도,"경기도 부천시 부흥로 315번길 62, 1층",032-710-7998,https://theborndb.theborn.co.kr/wp-content/uploads/20250930_012337.jpg,"평일 08:00 ~ 22:00
주말 09:00 ~ 22:00",연중무휴,테이블 16개 / 좌석 32석,가능,,114839,
49,13364,철산자이더헤리티지점,빽다방,경기도,경기 광명시 철산동 235 1층,070-5055-0808,https://theborndb.theborn.co.kr/wp-content/uploads/20250930_012049.jpg,08:00 ~ 21:30,연중무휴,테이블 7개 / 좌석 14석,불가,,114871,
50,13362,정읍호남고점,빽다방,전라북도,전북특별자치도 정읍시 초산로 5 (시기동),063-700-8588,https://theborndb.theborn.co.kr/wp-content/uploads/20250930_011148.jpg,08:00 ~ 21:30,연중무휴,테이블 7개 / 좌석 14석,불가,,114834,
51,13359,인천용현시장북문점,빽다방,인천광역시,인천 미추홀구 독정이로 24-1,,https://theborndb.theborn.co.kr/wp-content/uploads/20250930_010952.jpg,08:00 ~ 21:00,연중무휴,없음,불가,,114874,
52,13355,대전하기동점,빽다방,대전광역시,대전광역시 유성구 송림로 44,042-825-0819,https://theborndb.theborn.co.kr/wp-content/uploads/20250930_005117.jpg,08:00 ~ 21:00,연중무휴,테이블 3개 / 좌석 6석,불가,,114857,
53,13348,광교센트럴점,빽다방,경기도,"경기 수원시 영통구 이의동 1322-8, 1층",,https://theborndb.theborn.co.kr/wp-content/uploads/20250918_085443.jpg,07:30 ~ 21:30,연중무휴,"테이블 17, 바테이블1 / 죄석 34석, 바의자 4석",불가,,114876,
54,13333,산본흥진점,빽다방,경기도,"경기 군포시 오금로 15-30, 1층",031-395-1343,https://theborndb.theborn.co.kr/wp-content/uploads/20250908_021543.jpg,"평일 07:50 ~ 21:00
주말 08:30 ~ 21:00",연중무휴,테이블 2개 / 좌석 4석,가능,,114825,
55,13331,김제시청점,빽다방,전라북도,전북특별자치도 김제시 중앙로 57 (서암동),070-8648-3033,https://theborndb.theborn.co.kr/wp-content/uploads/20250908_020340.jpg,"평일 07:00 ~ 21:00
주말 08:00 ~ 21:00",연중무휴,테이블 5개 / 좌석 10석,불가,,114745,
56,13329,이태원점,빽다방,서울특별시,서울 용산구 이태원로20길 2-12 (이태원동) 1층,02-797-4208,https://theborndb.theborn.co.kr/wp-content/uploads/20250908_012631.jpg,"일-목요일 08:00 ~ 22:00
금-토요일 08:00 ~ 22:30",연중무휴,테이블 5개 / 좌석 10석,불가,,114827,
57,13323,장위자이레디언트점,빽다방,서울특별시,"서울특별시 성북구 돌곶이로30길 24, 상가동 107호 좌측",02-942-1007,https://theborndb.theborn.co.kr/wp-content/uploads/20250822_092703.jpg,08:00 ~ 22:00(라스트 오더 21:30),연중무휴,테이블 4개/ 좌석 8석,가능,,114809,
58,13314,천안두정오성점,빽다방,충청남도,충남 천안시 서북구 오성로 1,041-562-7338,https://theborndb.theborn.co.kr/wp-content/uploads/20250818_044805.jpg,08:00 ~ 22:00,연중무휴,테이블 4개 / 좌석 9석,가능,,114824,
59,13298,포항연일점,빽다방,경상북도,경북 포항시 남구 연일읍 동문로76번길 10-6 105호,054-610-1070,https://theborndb.theborn.co.kr/wp-content/uploads/20250811_011650.jpg,"평일 07:30 ~ 19:30
주말 08:00 ~ 20:00",연중무휴,테이블 5개  / 좌석 11,가능,,114797,
60,13249,목포연산점,빽다방,전라남도,전라남도 목포시 연산로 163,070-7378-1451,https://theborndb.theborn.co.kr/wp-content/uploads/20250804_011113.jpg,"평일 07:30 ~ 21:00
주말 09:00 ~ 21:00",연중무휴,테이블 5개 / 좌석 10석,불가,,114787,
61,13245,기흥테라타워점,빽다방,경기도,"경기도 용인시 기흥구 서천로201번길 11 (지하1층 C-L143,144호)",031-203-3599,https://theborndb.theborn.co.kr/wp-content/uploads/20250725_015752.jpg,"월-목요일 07:00 ~ 18:00
금요일 07:00 ~ 17:00",주말,테이블 24개 / 좌석 48석,가능(무료),,114808,
62,13229,충북음성점,빽다방,충청북도,충북 음성군 음성읍 수정로 55 (읍내리) 1층,070-7604-2456,https://theborndb.theborn.co.kr/wp-content/uploads/20250707_095442.jpg,08:00 ~ 21:30,연중무휴,테이블 17개 / 좌석 34석,매장 옆 공영주차장 무료 이용 가능,,114785,
63,13223,김천신음점,빽다방,경상북도,경북 김천시 시청로 57,054-810-7776,https://theborndb.theborn.co.kr/wp-content/uploads/20250703_084007.jpg,08:00 ~ 22:00,연중무휴,테이블 2개 / 좌석 4석,가능,,114727,
64,13220,평택고덕유보라점,빽다방,경기도,"경기도 평택시 고덕국제2로 45, 131호",070-4324-1095,https://theborndb.theborn.co.kr/wp-content/uploads/20250703_083400.jpg,07:00 ~ 22:00 (라스트오더 21:30),연중무휴,테이블 5개 / 좌석 10석,가능,,114943,
65,13205,대전둔산더샵엘리프점,빽다방,대전광역시,대전 서구 탄방로 112 102호,070-4175-0030,https://theborndb.theborn.co.kr/wp-content/uploads/20250918_090709.jpg,"평일 07:30 ~ 22:00
주말 08:00 ~ 22:00",연중무휴,테이블 10개 / 좌석 20석,불가,,114853,
66,13203,남양주마석중흥점,빽다방,경기도,경기도 남양주시 화도읍 맷돌로 117,031-592-0328,https://theborndb.theborn.co.kr/wp-content/uploads/20250627_034622.jpg,"평일 07:30 ~ 22:00
주말 08:30 ~ 22:00",연중무휴,테이블 4개 / 좌석 8석,불가,,114731,
67,13201,대구이천푸르지오점,빽다방,대구광역시,대구 남구 이천동 474-1 상가동,,https://theborndb.theborn.co.kr/wp-content/uploads/20250627_034311.jpg,"평일 08:00 ~ 22:00
토요일 10:00 ~ 22:00
일요일 10:00 ~ 21:00",연중무휴,테이블 16개 / 좌석 32석,불가,,114397,
68,13185,대전관저마치광장점,빽다방,대전광역시,대전 서구 구봉로 133 에스프라자,070-4351-1513,https://theborndb.theborn.co.kr/wp-content/uploads/20250616_062506.jpg,08:30 ~ 22:00,연중무휴,테이블 30개 / 좌석 64석,가능,,114717,
69,13179,안양덕천점,빽다방,경기도,경기 안양시 만안구 안양동 192-20,031-466-1989,https://theborndb.theborn.co.kr/wp-content/uploads/20250612_050011.jpg,"평일 07:00 ~ 19:00
토요일 09:00 ~ 17:00",매주 일요일,없음,불가,,114703,
70,13177,대전선화해모로점,빽다방,서울특별시,대전 중구 선화동 193-26,070-7510-1004,https://theborndb.theborn.co.kr/wp-content/uploads/20250612_045725.jpg,"평일 08:00 ~ 21:00
주말 09:00 ~ 21:00",연중무휴,테이블 13개 / 좌석 26석,건물 내 주차장 이용,,114702,
71,13156,빽다방 빵연구소 오산가장점,빽다방,경기도,"경기도 오산시 가장산업동로66, 지하 1층 및 1층(가장동)",070-5055-2299,https://theborndb.theborn.co.kr/wp-content/uploads/20250605_073319.jpg,08:00 ~ 19:00,연중무휴,테이블 46개 / 좌석 100석,가능,,114679,
72,13146,장위전통시장점,빽다방,서울특별시,서울 성북구 장위동 66-320,,https://theborndb.theborn.co.kr/wp-content/uploads/20250602_054345.jpg,08:00 ~ 22:00,연중무휴,"테이블 20개, 바테이블 1 / 죄석 40석, 바의자 4석",불가,,114860,
73,13141,군산경장철길숲점,빽다방,전라북도,전북특별자치도 군산시 미장길 29,070-5227-2275,https://theborndb.theborn.co.kr/wp-content/uploads/20250530_050345.jpg,"평일 08:00 ~ 21:00
주말 10:00 ~ 21:00",연중무휴,테이블 13개 / 좌석 26석,불가,,114684,
74,13137,안양관양시장점,빽다방,경기도,경기 안양시 동안구 관양동 1420-41 1층,031-425-7999,https://theborndb.theborn.co.kr/wp-content/uploads/20250528_060109.jpg,08:00 ~ 22:00,연중무휴,테이블 12개 / 좌석 24석,불가,,114647,
75,13135,아산세교초교점,빽다방,충청남도,충남 아산시 배방읍 세교중앙로 32,,https://theborndb.theborn.co.kr/wp-content/uploads/20250528_055759.jpg,"평일 08:00 ~ 20:00
주말 09:00 ~ 21:30
공휴일 09:00 ~ 20:00",연중무휴,"테이블 4개, 바테이블 1개 / 좌석 9개, 바의자 2개",건물 주차장 이용 가능,,114723,
76,13130,의정부KT사거리점,빽다방,경기도,경기 의정부시 신흥로 193,031-928-7137,https://theborndb.theborn.co.kr/wp-content/uploads/20250526_065743.jpg,"평일 08:00 ~ 22:00
주말 10:00 ~ 22:00",연중무휴,테이블 20개 / 좌석 42석,불가,,114713,
77,13126,대전월평선사점,빽다방,인천광역시,대전광역시 서구 청사로120,042-335-4423,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_091318.png,08:00 ~ 22:00,연중무휴,테이블 8개 / 좌석 16석,가능,,114693,
78,13124,부산사상역점,빽다방,부산광역시,"부산광역시 사상구 광장로56번길 5, 1층",051-909-2280,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_091033.jpg,"평일 07:30 ~ 21:30
주말 08:30 ~ 21:30",연중무휴,테이블 12개 / 좌석 28석,가능,,114735,
79,13122,신내우남점,빽다방,서울특별시,"서울시 중랑구 봉화산로 56길 51, 우남푸르미아 상가 1층",02-3422-0404,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_090730.jpg,08:00 ~ 22:00,연중무휴,테이블 11개  / 좌석 24석,불가,,114630,
80,13120,전주효문중점,빽다방,전라북도,전북특별자치도 전주시 완산구 용리로 86 (삼천동1가),070-5030-1030,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_090507.jpg,"평일 08:00 ~ 22:00
주말 09:00 ~ 22:00",연중무휴,테이블 11개 / 좌석 22석,불가,,114690,
81,13056,시흥메가폴리스점,빽다방,경기도,경기도 시흥시 협력로 281,010-7979-2623,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_053927.png,07:00 ~ 20:00,연중무휴,테이블 17개 / 좌석 34석,불가,,114660,
82,13052,안산성포예술인점,빽다방,경기도,경기 안산시 상록구 성포동 583-5,070-5001-1505,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_054917.png,08:00 ~ 21:30,연중무휴,테이블 6개 / 좌석 12석,불가,,114686,
83,13048,청주비하월드점,빽다방,충청북도,충청북도 청주시 흥덕구 가로수로 1099 (비하동),,https://theborndb.theborn.co.kr/wp-content/uploads/20250513_091122.png,09:00 ~ 18:00,연중무휴,없음,가능,,114583,
84,13046,익산하나로사거리점,빽다방,전라북도,전북특별자치도 익산시 하나로 434 (어양동),070-8666-4770,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_051104.png,"평일 07:00 ~ 22:00
주말 08:00 ~ 22:00",연중무휴,테이블 8개 / 좌석 16석,가능,,114670,
85,13044,동탄역디에트르더마당점,빽다방,경기도,경기도 화성시 동탄오산로 29 (오산동),031-374-9575,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_062133.png,"화-금요일 08:00 ~ 18:00
주말 09:00 ~ 18:00",매주 월요일,테이블 4개 / 좌석 8석,가능,,114587,
86,13042,김해외동점,빽다방,경상남도,경상남도 김해시 내외중앙로 47 (외동),,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_042542.png,"평일 08:00 ~ 22:00
주말 09:00 ~ 22:00",연중무휴,테이블 8개 / 좌석 16석,불가,,114662,
87,13040,가평읍내사거리점,빽다방,경기도,경기도 가평군 가평읍 가화로 132,070-5222-0222,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_080523.png,08:00 ~ 21:00,연중무휴,테이블 14개 / 좌석 28석,불가,,114659,
88,13031,인천올리브백화점점,빽다방,인천광역시,인천광역시 남동구 남동대로 880 (간석동) 110호,070-8211-1775,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_073915.png,"평일 08:30 ~ 21:00
주말 09:00 ~ 21:00",연중무휴,테이블 3개 / 좌석 6석,가능,,114680,
89,13029,안성중앙대점,빽다방,경기도,경기도 안성시 대덕면 대학10길 21,010-7433-8624,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_072950.png,11:30 ~ 18:00,연중무휴,테이블 15개 / 좌석 30석,불가,,114635,
90,13027,신장사거리점,빽다방,경기도,경기도 하남시 신장로 111 (신장동),070-7525-0999,https://theborndb.theborn.co.kr/wp-content/uploads/20250507_083942.png,"평일 07:30 ~ 21:40
토요일 07:30 ~ 22:00
일요일 07:30 ~ 22:30",연중무휴,테이블 4개 / 좌석 8석,가능,,114669,
91,13024,여수학동점,빽다방,전라남도,전라남도 여수시 시청동5길 14 (학동),061- 682-8979,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_080250.png,"평일 09:00 ~ 01:00
토요일 09:00 ~ 02:00
일요일 09:00 ~ 01:00",연중무휴,테이블 24개 / 좌석 48석,불가,,114712,
92,13021,영광터미널농협점,빽다방,전라남도,전라남도 영광군 영광읍 신남로 177,070-7575-0080,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_075656.png,08:30 ~ 21:30,연중무휴,테이블 19개 / 좌석 38석,가능,,114661,
93,13015,포항법원점,빽다방,경상북도,경상북도 포항시 북구 법원로 175 (양덕동),054-244-0587,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_084653.png,08:00 ~ 24:00,연중무휴,테이블 17개 / 좌석 34석,불가,,114682,
94,13013,공주중동점,빽다방,충청남도,충청남도 공주시 무령로 219-1 (산성동),041-881-6788,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_070820.png,"평일 07:30 ~ 21:00
주말 08:00 ~ 21:00",연중무휴,테이블 14개 / 좌석 28석,불가,,114618,
95,13009,대전지족역사점,빽다방,대전광역시,대전광역시 유성구 노은로 273 (지족동),042-825-6898,https://theborndb.theborn.co.kr/wp-content/uploads/20250430_083710.png,"평일 07:30 ~ 19:00
주말 09:00 ~ 17:00",연중무휴,없음,불가,,114584,
96,13007,순천시청점,빽다방,전라남도,전라남도 순천시 장명로 15 (장천동),070-4012-3012,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_080012.png,"평일 07:30 ~ 20:00
주말 09:00 ~ 20:00",연중무휴,테이블 14개 / 좌석 36석,불가,,114620,
97,13005,강일2지구점,빽다방,서울특별시,서울특별시 강동구 아리수로93나길 38 (강일동),02-481-0077,https://theborndb.theborn.co.kr/wp-content/uploads/20250522_041827.png,07:00 ~ 21:00,연중무휴,테이블 20개 / 좌석 40석,가능(1시간 무료),,114718,
